id,sku,name,description,current_price,current_stock,status,creation_date,last_update
2775,AUD-ANK-02775-X431,Anker Barra de sonido Ultra X431 3.1,"Barra de sonido Anker, modelo X431, versión 3.1, acabado negro; característica principal: HDMI ARC. Producto para uso doméstico, académico o profesional según la categoría.",1869.9,64,1,28/06/2023 21:14,03/03/2024 05:56
2776,HOG-OST-02776-M473,Oster Freidora de aire Pro M473 6.5 L,"Freidora de aire Oster, modelo M473, versión 6.5 L, acabado blanco; característica principal: control de temperatura. Producto para uso doméstico, académico o profesional según la categoría.",7010,40,1,07/06/2025 01:37,09/07/2026 00:18
2777,ELE-SON-02777-U493,Sony Smart TV Prime U493 65,"Smart TV Sony, modelo U493, versión 65, acabado negro; característica principal: LED. Producto para uso doméstico, académico o profesional según la categoría.",26990,50,1,17/09/2024 17:13,09/01/2025 10:11
2778,GAM-COR-02778-U304,Corsair Mouse gaming Pro U304 Elite,"Mouse gaming Corsair, modelo U304, versión Elite, acabado plata; característica principal: sensor óptico. Producto para uso doméstico, académico o profesional según la categoría.",4500,49,1,23/06/2022 16:22,10/11/2023 12:09
2779,ACC-XIA-02779-E578,Xiaomi Hub USB-C Prime E578 5 en 1,"Hub USB-C Xiaomi, modelo E578, versión 5 en 1, acabado negro; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",3140,102,1,22/08/2026 23:20,30/08/2026 01:25
2780,ALM-KIN-02780-F829,Kingston Memoria USB Smart F829 128 GB,"Memoria USB Kingston, modelo F829, versión 128 GB, acabado azul; característica principal: USB 3.2. Producto para uso doméstico, académico o profesional según la categoría.",3020,58,1,04/12/2021 05:28,21/08/2025 13:22
2781,ACC-XIA-02781-F294,Xiaomi Cargador USB-C Connect F294 100 W,"Cargador USB-C Xiaomi, modelo F294, versión 100 W, acabado azul; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",1869.9,3,1,26/10/2025 21:41,15/04/2026 10:24
2782,ALM-CRU-02782-G388,Crucial Disco duro externo Select G388 2 TB,"Disco duro externo Crucial, modelo G388, versión 2 TB, acabado negro; característica principal: portátil. Producto para uso doméstico, académico o profesional según la categoría.",3190,48,1,25/04/2025 11:42,25/07/2025 11:31
2783,HOG-T-F-02783-N358,T-fal Aspiradora Prime N358 Cyclone,"Aspiradora T-fal, modelo N358, versión Cyclone, acabado azul; característica principal: filtro HEPA. Producto para uso doméstico, académico o profesional según la categoría.",8159.9,30,1,24/12/2025 12:40,12/02/2026 15:42
2784,HOG-T-F-02784-R419,T-fal Cafetera Ultra R419 10 tazas,"Cafetera T-fal, modelo R419, versión 10 tazas, acabado azul; característica principal: filtro permanente. Producto para uso doméstico, académico o profesional según la categoría.",3369.9,0,1,02/07/2023 17:01,24/08/2023 08:24
2785,ELE-LOG-02785-W316,Logitech Tablet Pro W316 11,"Tablet Logitech, modelo W316, versión 11, acabado negro; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",12900,28,1,19/05/2022 22:29,24/11/2025 10:51
2786,HOG-TAU-02786-A941,Taurus Freidora de aire Max A941 6.5 L,"Freidora de aire Taurus, modelo A941, versión 6.5 L, acabado azul; característica principal: control de temperatura. Producto para uso doméstico, académico o profesional según la categoría.",5309.9,39,1,09/10/2024 05:39,25/11/2025 00:32
2787,ACC-LOG-02787-G811,Logitech Hub USB-C Smart G811 5 en 1,"Hub USB-C Logitech, modelo G811, versión 5 en 1, acabado blanco; característica principal: Power Delivery. Producto para uso doméstico, académico o profesional según la categoría.",529.9,62,1,30/03/2021 00:58,15/01/2026 05:24
2788,RED-MER-02788-S389,Mercusys Punto de acceso Ultra S389 AX,"Punto de acceso Mercusys, modelo S389, versión AX, acabado azul; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",4090,77,1,30/07/2022 03:25,29/09/2022 10:57
2789,ALM-WES-02789-Q496,Western Digital Disco duro externo Pro Q496 2 TB,"Disco duro externo Western Digital, modelo Q496, versión 2 TB, acabado plata; característica principal: USB 3.0. Producto para uso doméstico, académico o profesional según la categoría.",3179.9,41,1,17/12/2021 17:44,24/06/2023 20:40
2790,OFI-EPS-02790-J230,Epson Trituradora de papel Select J230 12 hojas,"Trituradora de papel Epson, modelo J230, versión 12 hojas, acabado gris; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",5200,20,1,28/06/2026 02:27,02/07/2026 18:19
2791,RED-TEN-02791-U932,Tenda Switch de red Pro U932 5 puertos,"Switch de red Tenda, modelo U932, versión 5 puertos, acabado azul; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",2979.9,19,1,07/02/2021 10:39,24/04/2021 23:04
2792,ALM-ADA-02792-R404,ADATA Memoria USB Select R404 32 GB,"Memoria USB ADATA, modelo R404, versión 32 GB, acabado plata; característica principal: compacta. Producto para uso doméstico, académico o profesional según la categoría.",369.9,21,1,11/10/2024 19:34,12/05/2025 11:27
2793,ENE-TRI-02793-G513,Tripp Lite Multicontacto Plus G513 6 salidas,"Multicontacto Tripp Lite, modelo G513, versión 6 salidas, acabado negro; característica principal: interruptor. Producto para uso doméstico, académico o profesional según la categoría.",5170,29,1,13/09/2021 13:37,08/08/2025 07:48
2794,OFI-EPS-02794-W984,Epson Trituradora de papel Connect W984 10 hojas,"Trituradora de papel Epson, modelo W984, versión 10 hojas, acabado blanco; característica principal: corte cruzado. Producto para uso doméstico, académico o profesional según la categoría.",6380,57,1,22/06/2023 03:48,18/07/2023 13:08
2795,ACC-BAS-02795-R931,Baseus Cargador USB-C Plus R931 30 W,"Cargador USB-C Baseus, modelo R931, versión 30 W, acabado plata; característica principal: GaN. Producto para uso doméstico, académico o profesional según la categoría.",3460,57,1,20/06/2023 17:55,12/09/2023 22:38
2796,ENE-APC-02796-F380,APC Multicontacto Max F380 10 salidas,"Multicontacto APC, modelo F380, versión 10 salidas, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",7740,67,1,01/06/2026 10:36,23/08/2026 19:03
2797,AUD-XIA-02797-L705,Xiaomi Bocina portátil Essential L705 Mini,"Bocina portátil Xiaomi, modelo L705, versión Mini, acabado azul; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",4819.9,80,1,14/05/2026 16:37,24/05/2026 18:54
2798,AUD-XIA-02798-M445,Xiaomi Bocina portátil Prime M445 Mini,"Bocina portátil Xiaomi, modelo M445, versión Mini, acabado plata; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",11280,97,1,08/12/2023 01:03,28/03/2025 13:04
2799,ELE-LEN-02799-W410,Lenovo Smart TV Plus W410 55,"Smart TV Lenovo, modelo W410, versión 55, acabado azul; característica principal: 4K UHD. Producto para uso doméstico, académico o profesional según la categoría.",30430,30,1,10/11/2022 16:17,19/04/2023 03:20
2800,GAM-RAZ-02800-N910,Razer Teclado mecánico Plus N910 Full Size,"Teclado mecánico Razer, modelo N910, versión Full Size, acabado blanco; característica principal: anti-ghosting. Producto para uso doméstico, académico o profesional según la categoría.",1209.9,49,1,16/03/2025 07:01,23/05/2025 10:58
2801,RED-LIN-02801-C384,Linksys Punto de acceso Select C384 Pro,"Punto de acceso Linksys, modelo C384, versión Pro, acabado azul; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",2379.9,22,1,25/11/2021 21:56,06/04/2023 06:12
2802,ELE-ACE-02802-Z201,Acer Smart TV Connect Z201 43,"Smart TV Acer, modelo Z201, versión 43, acabado negro; característica principal: LED. Producto para uso doméstico, académico o profesional según la categoría.",24920,88,1,03/11/2024 14:30,19/04/2025 09:40
2803,MOV-OPP-02803-L853,OPPO Batería portátil Plus L853 10000 mAh,"Batería portátil OPPO, modelo L853, versión 10000 mAh, acabado blanco; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",11000,0,1,09/03/2023 20:49,06/07/2024 10:56
2804,ELE-LG-02804-H668,LG Monitor LED Max H668 22,"Monitor LED LG, modelo H668, versión 22, acabado blanco; característica principal: Full HD. Producto para uso doméstico, académico o profesional según la categoría.",14739.9,74,1,11/07/2025 08:23,17/08/2025 05:59
2805,ALM-WES-02805-H823,Western Digital Unidad SSD Plus H823 500 GB,"Unidad SSD Western Digital, modelo H823, versión 500 GB, acabado gris; característica principal: NVMe PCIe 4.0. Producto para uso doméstico, académico o profesional según la categoría.",3890,51,1,30/10/2024 18:04,25/05/2025 14:05
2806,ACC-XIA-02806-H756,Xiaomi Cargador USB-C Advance H756 45 W,"Cargador USB-C Xiaomi, modelo H756, versión 45 W, acabado azul; característica principal: Power Delivery. Producto para uso doméstico, académico o profesional según la categoría.",179.9,0,0,29/09/2025 00:54,21/07/2026 05:50
2807,ENE-CYB-02807-W500,CyberPower No-break UPS Smart W500 1000 VA,"No-break UPS CyberPower, modelo W500, versión 1000 VA, acabado negro; característica principal: protección contra sobretensión. Producto para uso doméstico, académico o profesional según la categoría.",9400,82,1,27/12/2022 07:00,07/01/2024 02:52
2808,ELE-SAM-02808-G141,Samsung Laptop Plus G141 16,"Laptop Samsung, modelo G141, versión 16, acabado blanco; característica principal: AMD Ryzen 5. Producto para uso doméstico, académico o profesional según la categoría.",26560,51,1,27/03/2022 11:46,06/10/2024 14:36
2809,RED-LIN-02809-U506,Linksys Router Wi-Fi Prime U506 AC1200,"Router Wi-Fi Linksys, modelo U506, versión AC1200, acabado gris; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",5989.9,20,1,18/12/2025 04:37,19/09/2026 22:44
2810,OFI-FEL-02810-M867,Fellowes Teclado Essential M867 Compact,"Teclado Fellowes, modelo M867, versión Compact, acabado azul; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",10180,8,1,15/08/2025 12:46,22/03/2026 06:08
2811,AUD-ANK-02811-M548,Anker Barra de sonido Prime M548 2.0,"Barra de sonido Anker, modelo M548, versión 2.0, acabado blanco; característica principal: HDMI ARC. Producto para uso doméstico, académico o profesional según la categoría.",4450,31,1,22/07/2022 07:54,06/08/2022 19:30
2812,ALM-SEA-02812-U886,Seagate Tarjeta microSD Select U886 64 GB,"Tarjeta microSD Seagate, modelo U886, versión 64 GB, acabado blanco; característica principal: UHS-I. Producto para uso doméstico, académico o profesional según la categoría.",2669.9,34,1,24/07/2024 04:39,23/02/2026 20:55
2813,OFI-EPS-02813-U750,Epson Impresora multifuncional Ultra U750 Eco,"Impresora multifuncional Epson, modelo U750, versión Eco, acabado negro; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",1560,0,0,01/03/2024 22:44,29/01/2025 02:50
2814,HOG-BLA-02814-D794,Black+Decker Licuadora Pro D794 1.5 L,"Licuadora Black+Decker, modelo D794, versión 1.5 L, acabado blanco; característica principal: alta potencia. Producto para uso doméstico, académico o profesional según la categoría.",769.9,62,1,17/07/2021 08:15,29/12/2021 16:12
2815,ELE-LG-02815-U849,LG Monitor LED Advance U849 22,"Monitor LED LG, modelo U849, versión 22, acabado plata; característica principal: Full HD. Producto para uso doméstico, académico o profesional según la categoría.",6220,0,1,05/05/2025 14:44,02/07/2026 21:51
2816,OFI-KIN-02816-L673,Kingston Impresora multifuncional Smart L673 Ink,"Impresora multifuncional Kingston, modelo L673, versión Ink, acabado azul; característica principal: inyección de tinta. Producto para uso doméstico, académico o profesional según la categoría.",5429.9,1,1,03/12/2024 13:39,11/09/2025 08:15
2817,MOV-OPP-02817-R707,OPPO Smartphone Connect R707 128 GB,"Smartphone OPPO, modelo R707, versión 128 GB, acabado negro; característica principal: 5G. Producto para uso doméstico, académico o profesional según la categoría.",23960,90,1,08/07/2025 03:40,09/02/2026 18:21
2818,MOV-XIA-02818-V683,Xiaomi Smartphone Plus V683 128 GB,"Smartphone Xiaomi, modelo V683, versión 128 GB, acabado azul; característica principal: cámara múltiple. Producto para uso doméstico, académico o profesional según la categoría.",24580,63,1,18/03/2022 00:37,29/08/2026 12:24
2819,ALM-ADA-02819-R694,ADATA Tarjeta microSD Essential R694 128 GB,"Tarjeta microSD ADATA, modelo R694, versión 128 GB, acabado gris; característica principal: UHS-I. Producto para uso doméstico, académico o profesional según la categoría.",2789.9,51,1,02/11/2022 18:11,18/05/2023 21:44
2820,ELE-DEL-02820-Z366,Dell Laptop Advance Z366 15.6,"Laptop Dell, modelo Z366, versión 15.6, acabado negro; característica principal: Intel Core i7. Producto para uso doméstico, académico o profesional según la categoría.",4570,31,1,12/05/2022 12:34,02/09/2024 07:15
2821,HOG-OST-02821-V541,Oster Freidora de aire Max V541 3.5 L,"Freidora de aire Oster, modelo V541, versión 3.5 L, acabado negro; característica principal: 8 programas. Producto para uso doméstico, académico o profesional según la categoría.",2859.9,0,0,20/11/2024 11:24,04/12/2025 04:57
2822,GAM-STE-02822-M236,SteelSeries Teclado mecánico Plus M236 Full Size,"Teclado mecánico SteelSeries, modelo M236, versión Full Size, acabado negro; característica principal: switch mecánico. Producto para uso doméstico, académico o profesional según la categoría.",6420,38,1,03/03/2026 13:13,29/07/2026 05:30
2823,OFI-EPS-02823-J465,Epson Teclado Plus J465 Compact,"Teclado Epson, modelo J465, versión Compact, acabado gris; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",7110,42,1,30/10/2021 00:54,24/04/2023 08:04
2824,OFI-KIN-02824-W381,Kingston Mouse Smart W381 M170,"Mouse Kingston, modelo W381, versión M170, acabado negro; característica principal: óptico. Producto para uso doméstico, académico o profesional según la categoría.",599.9,62,1,02/10/2025 03:45,02/03/2026 13:27
2825,MOV-HON-02825-R325,Honor Smartphone Connect R325 512 GB,"Smartphone Honor, modelo R325, versión 512 GB, acabado negro; característica principal: Dual SIM. Producto para uso doméstico, académico o profesional según la categoría.",3330,22,1,26/11/2023 00:17,01/04/2026 01:53
